Date,Daily_Rainfall_mm,Mean_Daily_Temperature_Celsius,Mean_Daily_Relative_Humidity_Percent,Mean_Daily_Surface_Pressure_hPa,Mean_Daily_Wind_Speed_kmh,Mean_Daily_Wind_Direction_Degree,Mean_Daily_Radiation_Wh_m2,Prakasam_Barrage_Level_ft,Prakasam_Barrage_Inflow_cusecs,Prakasam_Barrage_Outflow_cusecs,Prakasam_Barrage_Current_Storage,Prakasam_Barrage_Flood_Cushion,Flood_Event
2/9/2022,0,25.25,70.04,1010.33,9.89,117.21,210.50,56.96,3327,3327,3.05,0.02,0
2/10/2022,0,25.05,65.71,1009.81,6.20,109.83,247.79,56.86,3327,3327,3.02,0.05,0
2/11/2022,0,25.83,64.83,1009.70,6.21,82.00,244.04,56.69,4074,4074,2.99,0.08,0
2/12/2022,0,26.24,67.79,1009.42,6.00,68.33,244.67,56.56,4234,4234,2.95,0.12,0
2/13/2022,0,25.51,69.50,1008.55,7.38,92.25,242.54,56.56,4234,4234,2.95,0.12,0
2/14/2022,0,25.47,63.63,1008.37,6.55,90.67,255.38,56.69,4435,4435,2.99,0.08,0
2/15/2022,0,25.46,64.29,1008.28,7.93,103.63,246.17,56.86,4435,4435,3.02,0.05,0
2/16/2022,0,25.73,65.29,1006.20,7.10,108.92,246.50,57.05,4435,4435,3.07,0,0
2/17/2022,0.2,25.48,65.42,1005.81,8.09,108.33,233.25,57.05,4435,4435,3.07,0,0
2/18/2022,0,25.82,67.71,1007.47,9.86,110.88,233.71,57.05,4435,4435,3.07,0,0
2/19/2022,0,26.21,67.79,1009.22,6.56,128.96,232.96,57.05,4435,4435,3.07,0,0
2/20/2022,0,26.56,63.75,1007.13,9.80,194.96,252.88,57.05,4435,4435,3.07,0,0
2/21/2022,0,27.73,66.79,1005.95,6.43,191.92,243.21,57.05,4435,4435,3.07,0,0
2/22/2022,0,27.96,68.63,1008.61,4.63,153.75,251.71,57.05,4435,4435,3.07,0,0
2/23/2022,0.1,27.14,70.29,1011.63,9.76,121.63,219.13,57.05,4435,4435,3.07,0,0
2/24/2022,0,26.59,69.33,1012.35,8.06,130.96,241.96,57.05,4435,4435,3.07,0,0
2/25/2022,0,26.28,65.29,1011.42,8.46,129.71,265.54,57.05,3237,3237,3.07,0,0
2/26/2022,0,26.00,67.63,1011.88,8.31,119.04,252.50,56.89,3327,3327,3.03,0.04,0
2/27/2022,0,26.57,61.42,1011.76,7.33,111.21,257.50,56.86,3529,3539,3.02,0.05,0
2/28/2022,0,26.73,60.83,1010.79,6.88,111.88,268.21,56.69,3529,3529,2.99,0.08,0
3/1/2022,0,26.88,61.96,1010.59,5.93,103.92,264.75,56.56,3529,3529,2.95,0.12,0
3/2/2022,0,27.08,59.33,1010.21,7.92,106.46,270.13,56.36,3529,3529,2.91,0.16,0
3/3/2022,0,27.28,60.21,1009.97,10.18,96.71,252.08,56.23,3529,3529,2.88,0.19,0
3/4/2022,0,27.08,57.46,1009.73,9.82,85.67,266.21,56.1,3529,3529,2.85,0.22,0
3/5/2022,0,27.30,59.58,1008.84,8.37,106.71,267.88,55.97,3315,3315,2.82,0.25,0
3/6/2022,0,27.35,61.50,1008.78,8.70,100.67,255.04,55.97,3529,3529,2.82,0.25,0
3/7/2022,0,28.12,60.63,1008.79,6.60,110.21,242.54,56.14,3529,3529,2.86,0.21,0
3/8/2022,0,28.70,61.75,1008.24,4.64,143.54,249.63,56.69,2420,2420,2.99,0.08,0
3/9/2022,0,29.23,54.75,1007.54,6.43,132.42,245.17,57.05,2770,2770,3.07,0,0
3/10/2022,0,28.76,56.71,1007.43,5.95,118.46,265.33,57.05,3752,3752,3.07,0,0
3/11/2022,0,28.75,53.92,1007.05,5.91,108.63,262.83,57.05,3572,3572,3.07,0,0
3/12/2022,0,28.95,53.63,1006.58,4.67,154.21,269.00,57.05,3572,3572,3.07,0,0
3/13/2022,0,29.66,48.63,1006.80,5.07,158.13,268.75,57.05,3572,3572,3.07,0,0
3/14/2022,0,29.96,51.63,1006.94,4.21,166.92,275.71,57.05,3572,3572,3.07,0,0
3/15/2022,0,30.17,52.67,1005.16,5.51,187.38,281.25,57.05,3973,3973,3.07,0,0
3/16/2022,0,30.26,54.08,1003.64,6.65,191.71,282.50,57.05,3973,3973,3.07,0,0
3/17/2022,0,30.48,58.21,1002.90,7.34,187.79,279.92,57.05,4146,4146,3.07,0,0
3/18/2022,0,29.68,64.88,1003.65,10.42,135.71,263.50,57.05,4171,4171,3.07,0,0
3/19/2022,0,29.67,65.63,1003.47,9.42,156.29,247.17,57.05,1959,1959,3.07,0,0
3/20/2022,0.3,30.18,66.38,1002.73,7.85,174.17,219.88,56.2,1959,1959,2.87,0.2,0
3/21/2022,4.8,29.37,73.96,1003.44,7.24,173.96,193.79,56.27,1959,1959,2.88,0.19,0
3/22/2022,0.6,29.77,71.63,1003.70,6.23,184.96,225.21,56.3,1657,1657,2.89,0.18,0
3/23/2022,0.8,29.75,74.58,1003.93,8.10,144.25,212.54,56.43,1657,1657,2.92,0.15,0
3/24/2022,0.1,29.60,71.58,1004.47,9.23,152.75,232.79,56.59,1657,1657,2.96,0.11,0
3/25/2022,0,29.36,72.46,1005.61,8.73,161.71,216.88,56.63,1657,1657,2.97,0.1,0
3/26/2022,0,30.19,69.00,1007.11,9.73,173.63,262.54,56.63,1657,1657,2.97,0.1,0
3/27/2022,0.8,30.38,70.25,1007.23,9.40,181.17,246.25,57.05,1657,1657,3.07,0,0
3/28/2022,0.5,30.50,71.29,1006.24,9.63,186.42,252.13,57.05,3204,1345,3.07,0,0
3/29/2022,0,30.73,70.29,1004.79,9.64,181.17,258.58,57.05,3204,1345,3.07,0,0
3/30/2022,0,31.08,69.46,1004.44,10.18,184.00,261.13,57.05,1394,1391,3.07,0,0
3/31/2022,0,30.85,70.08,1004.97,12.02,172.21,258.71,57.05,3705,1385,3.07,0,0
4/1/2022,0,30.41,70.83,1005.73,11.94,169.96,270.38,57.05,3705,1385,3.07,0,0
4/2/2022,0,30.00,68.67,1006.92,11.99,164.50,273.00,57.05,3705,1385,3.07,0,0
4/3/2022,0,30.05,67.83,1006.42,10.47,172.63,279.42,57.05,3705,1385,3.07,0,0
4/4/2022,0,30.11,67.88,1007.23,11.80,173.17,264.88,57.05,3705,1385,3.07,0,0
4/5/2022,0,30.06,67.29,1008.87,10.30,165.79,276.00,57.05,3705,1385,3.07,0,0
4/6/2022,0,30.21,67.75,1008.74,9.06,165.88,270.92,57.02,691,691,3.06,0.01,0
4/7/2022,0,30.42,67.29,1007.80,8.69,151.58,274.71,56.96,531,531,3.05,0.02,0
4/8/2022,0,30.23,67.88,1006.97,8.73,148.33,273.13,56.86,531,531,3.02,0.05,0
4/9/2022,0.1,30.38,68.58,1005.91,7.99,156.96,256.67,57.05,475,475,3.07,0,0
4/10/2022,0,30.40,68.13,1005.34,8.89,165.50,240.25,57.05,475,475,3.07,0,0
4/11/2022,0,30.86,65.92,1004.58,8.72,162.00,259.67,57.05,475,475,3.07,0,0
4/12/2022,0,30.72,66.17,1003.83,9.67,162.21,276.75,57.05,475,475,3.07,0,0
4/13/2022,0,30.82,67.38,1003.63,9.55,149.88,277.25,57.05,2480,2480,3.07,0,0
4/14/2022,0,31.23,65.58,1003.48,9.13,170.92,263.17,57.05,2480,2480,3.07,0,0
4/15/2022,0,31.54,68.50,1002.88,8.80,167.25,221.63,57.05,2480,2480,3.07,0,0
4/16/2022,1.2,31.58,66.88,1002.21,8.30,159.46,219.08,57.05,2480,2480,3.07,0,0
4/17/2022,0,31.71,66.29,1003.15,8.33,181.42,218.58,57.05,2480,2480,3.07,0,0
4/18/2022,0.1,32.53,61.50,1004.63,7.34,165.46,263.50,57.05,2480,2480,3.07,0,0
4/19/2022,0.7,32.37,65.08,1005.65,7.79,184.38,273.96,57.05,2886,2886,3.07,0,0
4/20/2022,0,32.06,66.63,1004.15,8.40,191.67,274.54,57.05,2886,2886,3.07,0,0
4/21/2022,0,31.57,65.88,1003.95,13.48,172.38,285.50,57.05,2934,2934,3.07,0,0
4/22/2022,0.5,31.24,63.75,1005.48,9.37,164.92,274.75,57.05,6156,3078,3.07,0,0
4/23/2022,0.5,31.60,63.54,1005.74,7.76,184.71,244.25,57.05,6156,3078,3.07,0,0
4/24/2022,0,32.90,57.50,1003.93,7.65,211.50,263.96,57.05,6156,3078,3.07,0,0
4/25/2022,0.1,32.60,60.83,1003.33,9.93,188.46,274.13,57.05,6156,3078,3.07,0,0
4/26/2022,0,32.65,61.75,1003.78,9.04,183.79,276.54,57.05,5026,5026,3.07,0,0
4/27/2022,0.1,32.77,61.63,1003.48,9.73,181.67,278.21,56.89,5026,5026,3.03,0.04,0
4/28/2022,0,32.59,60.54,1004.16,12.10,180.83,287.13,56.76,5353,5353,3,0.07,0
4/29/2022,0,32.87,62.71,1003.58,7.82,209.21,276.83,56.56,5378,5378,2.95,0.12,0
4/30/2022,0,34.00,56.33,1001.72,8.85,212.25,286.92,56.4,5378,5378,2.92,0.15,0
5/1/2022,0,33.05,64.00,1000.60,11.21,181.63,274.25,56.14,5200,5200,2.86,0.21,0
5/2/2022,0,33.35,62.58,1000.82,9.32,194.00,268.25,56.04,5180,5180,2.84,0.23,0
5/3/2022,1.4,32.85,64.83,1002.39,10.25,159.63,253.38,55.97,5180,5180,2.82,0.25,0
5/4/2022,0,32.58,62.67,1003.73,6.40,223.00,251.04,56.14,5180,5180,2.86,0.21,0
5/5/2022,1.4,32.16,65.67,1003.04,7.78,216.71,248.17,56.27,5180,5180,2.88,0.19,0
5/6/2022,5.8,31.08,69.79,1002.50,8.64,167.33,253.38,56.46,5107,5107,2.93,0.14,0
5/7/2022,0.1,33.00,59.38,1001.45,5.61,223.83,276.04,56.69,5188,5188,2.99,0.08,0
5/8/2022,1.1,32.54,62.17,1000.02,7.55,167.21,205.17,56.79,5188,5188,3.01,0.06,0
5/9/2022,0,32.92,54.67,997.46,11.34,216.75,257.17,56.69,5188,5188,2.99,0.08,0
5/10/2022,26.1,29.41,68.13,995.44,16.63,112.33,71.21,56.69,2800,2800,2.99,0.08,0
5/11/2022,26,27.34,85.29,994.43,22.78,32.96,68.38,56.69,2957,2957,2.99,0.08,0
5/12/2022,4.6,28.83,77.33,998.24,15.95,95.92,228.67,56.63,2957,2957,2.97,0.1,0
5/13/2022,0.5,29.60,74.33,999.27,8.53,83.04,235.42,56.4,2957,2957,2.92,0.15,0
5/14/2022,0.1,30.83,73.46,999.77,5.80,174.29,247.25,56.14,2957,2957,2.86,0.21,0
5/15/2022,0.2,31.14,73.79,1001.08,8.55,154.21,255.88,56.07,2957,2957,2.85,0.22,0
5/16/2022,0.1,31.16,72.38,1000.94,8.61,139.71,256.21,56.1,2957,2957,2.85,0.22,0
5/17/2022,0.3,31.22,71.38,1000.21,8.67,161.04,248.17,56.27,2957,2957,2.88,0.19,0
5/18/2022,1.4,30.78,72.17,1000.98,10.35,153.63,213.29,56.3,2957,2957,2.89,0.18,0
5/19/2022,2,30.60,70.92,1001.41,12.16,148.88,217.25,56.36,2957,2957,2.91,0.16,0
5/20/2022,1.7,30.40,70.42,1000.67,9.03,208.63,242.54,56.4,800,800,2.92,0.15,0
5/21/2022,0,31.66,57.92,998.94,12.06,255.33,259.46,56.43,202,202,2.92,0.15,0
5/22/2022,0,33.43,45.83,996.97,17.76,268.50,291.75,56.43,202,202,2.92,0.15,0
5/23/2022,0,34.40,42.13,997.24,15.29,270.92,282.38,56.43,202,202,2.92,0.15,0
5/24/2022,0,35.37,41.42,999.38,11.71,262.79,282.96,56.4,202,202,2.92,0.15,0
5/25/2022,0.1,33.91,51.92,1002.20,7.47,218.96,270.58,56.43,202,202,2.92,0.15,0
5/26/2022,2,33.71,56.88,1001.75,11.07,224.75,270.29,56.4,202,202,2.92,0.15,0
5/27/2022,0,33.04,52.21,1001.28,9.70,266.63,233.13,56.46,202,202,2.93,0.14,0
5/28/2022,0,34.45,37.33,999.41,11.41,265.92,284.92,56.43,202,200,2.92,0.15,0
5/29/2022,0,34.58,39.79,999.51,11.04,267.17,285.96,56.43,202,200,2.92,0.15,0
5/30/2022,0.5,34.63,47.46,999.01,12.00,247.00,265.96,56.43,202,200,2.92,0.15,0
5/31/2022,1,34.43,46.13,998.30,11.44,272.54,263.29,56.4,0,0,2.92,0.15,0
6/1/2022,0,35.09,42.88,998.09,11.03,256.79,243.04,56.4,0,0,2.92,0.15,0
6/2/2022,0,35.84,40.04,997.90,11.05,247.88,273.92,56.43,0,0,2.92,0.15,0
6/3/2022,0,35.58,43.63,997.62,13.70,249.58,275.33,56.43,0,0,2.92,0.15,0
6/4/2022,0,35.95,46.13,997.95,10.70,205.96,274.04,56.4,0,0,2.92,0.15,0
6/5/2022,0.1,34.54,56.13,998.54,9.09,156.63,270.75,56.4,0,0,2.92,0.15,0
6/6/2022,0,33.39,59.17,999.28,8.89,235.50,213.79,56.43,0,0,2.92,0.15,0
6/7/2022,0.2,34.09,52.25,998.71,9.75,248.21,275.46,56.4,0,0,2.92,0.15,0
6/8/2022,0,35.87,39.75,997.67,14.63,269.33,275.46,56.36,0,0,2.91,0.16,0
6/9/2022,0.1,35.08,43.38,997.97,13.86,264.08,265.17,56.36,0,0,2.91,0.16,0
6/10/2022,0,34.07,48.46,999.40,11.52,237.29,276.17,56.46,0,0,2.93,0.14,0
6/11/2022,0.1,33.71,51.92,1000.50,11.78,245.08,269.21,56.53,0,0,2.95,0.12,0
6/12/2022,0,33.62,52.42,1000.85,10.55,251.67,270.83,56.76,0,0,3,0.07,0
6/13/2022,4.2,32.43,58.13,1002.20,9.67,252.71,231.79,56.86,0,0,3.02,0.05,0
6/14/2022,2.9,33.48,51.88,1001.25,9.45,231.46,278.96,56.86,0,0,3.03,0.04,0
6/15/2022,4.8,31.68,62.79,1001.28,8.82,232.67,254.25,56.92,0,0,3.04,0.03,0
6/16/2022,1.7,30.78,68.92,1002.00,6.68,218.83,253.88,57.05,0,0,3.07,0,0
6/17/2022,0.5,30.85,66.83,1002.12,9.81,185.33,270.50,57.05,0,0,3.07,0,0
6/18/2022,0.4,30.85,67.71,1002.55,11.43,172.63,256.50,57.05,0,0,3.07,0,0
6/19/2022,1,30.69,70.13,1002.16,9.00,184.75,215.96,57.02,0,0,3.06,0.01,0
6/20/2022,8.2,30.45,70.21,1000.37,9.00,227.96,201.83,56.76,0,0,3,0.07,0
6/21/2022,15.5,29.40,75.08,999.30,6.26,255.00,202.38,56.59,0,0,2.96,0.11,0
6/22/2022,4,28.65,78.17,1000.84,5.96,242.83,141.54,56.73,0,0,2.99,0.08,0
6/23/2022,2.1,30.73,69.50,1001.51,9.52,213.96,238.00,56.89,0,0,3.03,0.04,0
6/24/2022,0,30.57,67.54,1000.60,10.00,222.04,194.13,56.92,0,0,3.04,0.03,0
6/25/2022,0.5,30.15,66.88,998.34,8.51,247.54,157.92,56.92,0,0,3.04,0.03,0
6/26/2022,6.3,28.47,76.21,999.45,8.78,255.21,162.25,56.92,0,0,3.04,0.03,0
6/27/2022,1.5,27.80,79.58,1001.47,5.49,248.92,109.04,56.92,0,0,3.04,0.03,0
6/28/2022,6.3,28.20,76.29,1001.12,10.80,244.92,179.83,57.05,0,0,3.07,0,0
6/29/2022,7.7,28.13,79.71,999.48,10.44,215.75,218.38,57.05,0,0,3.07,0,0
6/30/2022,0.8,29.97,74.75,998.52,9.47,234.04,222.13,57.05,0,0,3.07,0,0
7/1/2022,14.6,29.82,74.50,998.63,10.83,277.50,250.00,56.89,0,0,3.03,0.04,0
7/2/2022,3.8,29.52,72.92,997.76,12.28,290.46,218.75,57.02,0,0,3.06,0.01,0
7/3/2022,0.7,29.65,74.50,997.98,8.41,252.00,240.04,57.02,0,0,3.06,0.01,0
7/4/2022,8.5,27.98,80.25,998.38,10.10,255.21,119.54,57.02,0,0,3.06,0.01,0
7/5/2022,10.6,27.48,81.71,997.60,10.23,248.13,111.42,57.02,0,0,3.06,0.01,0
7/6/2022,9.2,27.29,84.04,999.16,12.92,255.25,146.54,56.63,0,0,2.97,0.1,0
7/7/2022,15.7,27.99,79.08,1000.70,12.15,262.08,152.96,56.63,4024,4024,2.97,0.1,0
7/8/2022,35.2,25.78,90.13,999.47,16.11,263.71,69.46,56.86,4024,4024,3.02,0.05,0
7/9/2022,26.9,25.85,86.88,996.88,18.88,256.25,108.79,57.05,4024,4024,3.07,0,0
7/10/2022,28,25.42,87.79,996.93,20.50,263.67,53.46,57.05,26848,26848,3.07,0,0
7/11/2022,23.7,25.65,85.46,998.62,20.65,264.33,59.71,57.05,45877,45877,3.07,0,0
7/12/2022,21.5,26.02,83.50,998.22,22.84,259.29,184.25,57.05,41185,41185,3.07,0,0
7/13/2022,11.7,26.65,76.83,996.08,19.67,251.00,74.88,57.05,27746,27746,3.07,0,0
7/14/2022,0.2,28.21,68.71,995.67,19.40,253.25,242.67,57.05,17443,17443,3.07,0,0
7/15/2022,0,29.00,67.92,997.65,15.20,258.46,205.13,57.05,16819,16819,3.07,0,0
7/16/2022,0,29.36,70.42,998.95,12.86,266.88,210.71,57.05,11081,11081,3.07,0,0
7/17/2022,8.8,26.98,87.58,999.77,11.66,247.21,90.67,57.05,10350,10350,3.07,0,0
7/18/2022,17.7,26.89,88.58,1000.90,8.11,227.83,98.29,57.05,10350,10350,3.07,0,0
7/19/2022,0.2,28.59,78.67,1001.63,8.52,241.67,279.21,57.05,10350,10350,3.07,0,0
7/20/2022,0.9,29.33,79.00,1001.65,8.77,237.08,255.25,57.05,10350,10350,3.07,0,0
7/21/2022,5.6,28.74,81.92,1001.51,9.96,268.13,246.79,57.05,10350,10350,3.07,0,0
7/22/2022,0.8,27.57,85.79,1001.78,10.78,265.83,159.08,57.05,10350,10350,3.07,0,0
7/23/2022,5.4,26.85,86.00,1000.96,10.95,267.58,118.13,57.05,30984,30984,3.07,0,0
7/24/2022,1.5,27.68,80.04,1001.40,8.36,252.08,216.21,56.92,78076,78076,3.04,0.03,0
7/25/2022,1.4,28.33,80.33,1002.81,6.94,247.88,252.04,57.05,56510,56510,3.07,0,0
7/26/2022,12.2,26.63,88.38,1004.02,4.45,217.21,148.58,57.05,56510,56510,3.07,0,0
7/27/2022,1,27.86,82.46,1004.06,4.99,137.79,259.58,57.05,56510,56510,3.07,0,0
7/28/2022,2.5,28.44,82.63,1004.83,5.17,147.33,256.58,57.05,27542,27542,3.07,0,0
7/29/2022,5.6,28.36,83.46,1004.22,5.31,174.63,244.46,57.05,27542,27542,3.07,0,0
7/30/2022,11.2,28.48,84.83,1002.85,4.09,192.29,234.33,57.05,27542,27542,3.07,0,0
7/31/2022,5.7,29.03,80.29,1001.00,5.28,237.33,258.50,57.05,27542,27542,3.07,0,0
8/1/2022,8.3,28.78,81.46,1000.65,4.92,204.17,248.50,57.05,27542,27542,3.07,0,0
8/2/2022,16.6,28.11,84.75,999.47,7.03,244.42,200.21,57.05,27542,27542,3.07,0,0
8/3/2022,11.1,28.24,82.46,999.08,4.82,130.96,242.50,57.05,22955,22955,3.07,0,0
8/4/2022,0.4,28.05,85.00,999.23,4.84,150.92,167.79,57.05,22107,22107,3.07,0,0
8/5/2022,20.6,27.25,88.33,999.05,4.83,191.25,181.33,57.05,33640,33640,3.07,0,0
8/6/2022,0.4,27.53,81.29,997.79,11.67,248.42,128.71,57.05,54048,30531,3.07,0,0
8/7/2022,16.3,26.95,85.92,996.38,14.11,261.04,140.21,57.05,62736,44288,3.07,0,0
8/8/2022,26.4,25.84,90.50,995.68,15.06,247.67,75.50,57.05,53509,53509,3.07,0,0
8/9/2022,12.1,26.01,86.63,996.40,14.60,242.13,84.46,57.05,125369,78419,3.07,0,0
8/10/2022,0.5,28.54,68.46,996.53,16.86,236.75,233.67,57.05,95880,99254,3.07,0,0
8/11/2022,0.1,28.60,70.58,998.82,13.27,226.79,198.58,57.05,81950,81999,3.07,0,0
8/12/2022,0.2,29.23,68.92,1000.33,13.33,256.50,223.25,57.05,154910,154493,3.07,0,0
8/13/2022,0,29.07,68.29,1000.53,14.26,264.88,203.25,57.05,415656,415036,3.07,0,0
8/14/2022,8.9,26.95,80.46,1001.58,15.98,262.67,105.21,57.05,351125,351334,3.07,0,0
8/15/2022,0.3,27.83,77.79,1002.98,11.22,242.63,175.50,57.05,328069,327810,3.07,0,0
8/16/2022,7,27.75,84.21,1004.10,6.59,178.50,259.08,57.05,285433,285433,3.07,0,0
8/17/2022,0.4,28.91,83.25,1003.61,6.43,217.58,262.54,57.05,293807,293494,3.07,0,0
8/18/2022,0.1,29.21,77.00,1002.02,9.90,277.83,238.25,57.05,232978,232978,3.07,0,0
8/19/2022,11.3,27.61,80.88,1001.63,10.56,293.58,137.83,57.05,265423,265635,3.07,0,0
8/20/2022,0.2,29.36,72.00,1000.86,13.56,276.54,259.38,57.05,140872,141082,3.07,0,0
8/21/2022,0.1,29.43,71.08,1000.24,12.69,261.13,265.92,57.05,138451,138190,3.07,0,0
8/22/2022,0.1,29.31,69.79,999.93,11.73,260.96,283.08,57.05,148408,148304,3.07,0,0
8/23/2022,0,29.56,71.79,1000.96,8.93,265.67,265.33,57.05,105821,105771,3.07,0,0
8/24/2022,1.1,28.73,75.25,1003.04,9.31,258.75,212.50,57.05,52634,53467,3.07,0,0
8/25/2022,15.7,28.30,80.71,1002.41,6.70,285.63,274.17,57.05,24568,24881,3.07,0,0
8/26/2022,3.7,28.74,81.25,1001.58,7.00,260.13,244.50,57.05,57935,57728,3.07,0,0
8/27/2022,3.2,29.56,75.58,1001.38,7.81,277.29,255.71,57.05,44896,45105,3.07,0,0
8/28/2022,17.5,28.47,80.63,1001.63,7.03,220.25,239.75,57.05,56415,56259,3.07,0,0
8/29/2022,7.6,28.03,84.96,1003.50,6.52,107.79,242.17,57.05,149290,149026,3.07,0,0
8/30/2022,9.2,28.23,82.54,1004.68,7.48,126.21,252.54,57.05,231063,230956,3.07,0,0
8/31/2022,3,27.84,83.29,1004.13,5.66,155.58,209.13,57.05,256038,256590,3.07,0,0
9/1/2022,2,27.98,83.08,1004.20,6.41,120.71,239.21,57.05,51390,52157,3.07,0,0
9/2/2022,1.7,28.04,81.83,1004.80,8.50,112.75,228.83,57.05,79303,78787,3.07,0,0
9/3/2022,0.3,29.11,76.75,1003.97,5.14,168.67,268.54,57.05,186516,186101,3.07,0,0
9/4/2022,0.1,29.34,77.88,1003.08,4.80,207.46,266.33,57.05,132872,132976,3.07,0,0
9/5/2022,11.2,29.19,78.88,1003.00,5.22,214.33,264.00,57.05,103934,103986,3.07,0,0
9/6/2022,10.3,28.48,81.71,1002.80,4.69,189.75,232.63,57.05,136722,136722,3.07,0,0
9/7/2022,13.2,26.99,88.58,1002.79,3.84,165.21,134.79,57.05,131378,131378,3.07,0,0
9/8/2022,35.9,26.06,91.13,1001.88,5.84,257.50,101.83,57.05,334756,334756,3.07,0,1
9/9/2022,33.7,26.13,91.38,1001.00,7.90,278.92,103.92,57.05,432861,432861,3.07,0,1
9/10/2022,26.1,26.28,92.00,999.81,11.34,267.58,87.83,57.05,432813,432813,3.07,0,1
9/11/2022,5.5,27.13,83.38,998.90,14.09,242.92,147.46,57.05,380928,380928,3.07,0,1
9/12/2022,0.2,28.35,75.17,999.73,14.53,211.83,187.21,57.05,365587,365538,3.07,0,1
9/13/2022,0.5,28.70,75.29,1002.37,12.61,205.79,232.67,57.05,207894,207485,3.07,0,0
9/14/2022,1.2,28.87,77.96,1004.85,10.01,207.46,239.88,57.05,285673,285673,3.07,0,0
9/15/2022,1,28.66,78.88,1005.18,9.05,231.13,251.08,57.05,286188,286188,3.07,0,0
9/16/2022,0.1,28.79,74.50,1003.06,10.50,252.04,264.63,57.05,315434,315434,3.07,0,0
9/17/2022,0.1,29.05,73.29,1002.70,10.39,275.54,254.38,57.05,313621,313621,3.07,0,0
9/18/2022,0.1,28.85,75.58,1003.16,10.35,277.17,242.50,57.05,309370,309370,3.07,0,0
9/19/2022,6.4,27.18,86.08,1003.07,9.13,284.00,89.00,57.05,235530,235530,3.07,0,0
9/20/2022,0.8,26.90,83.04,1002.28,11.07,283.42,154.29,57.05,138228,139061,3.07,0,0
9/21/2022,0.1,28.10,76.04,1002.16,9.19,268.00,258.29,57.05,285534,285534,3.07,0,0
9/22/2022,4.7,26.78,85.88,1003.23,8.28,295.50,143.42,57.05,266423,266371,3.07,0,0
9/23/2022,0.6,27.45,79.92,1003.98,8.78,258.38,239.83,57.05,195941,195941,3.07,0,0
9/24/2022,0.1,27.73,76.75,1003.81,8.92,305.42,247.17,57.05,67369,68098,3.07,0,0
9/25/2022,0,28.56,77.04,1003.19,6.23,245.79,250.33,57.05,45141,44923,3.07,0,0
9/26/2022,12.8,27.15,86.92,1004.21,5.91,100.46,151.83,57.05,45141,44923,3.07,0,0
9/27/2022,9.2,27.33,84.63,1003.07,5.97,234.88,220.04,57.05,55444,55496,3.07,0,0
9/28/2022,29.8,27.31,86.58,1002.06,3.31,197.83,228.92,57.05,56770,56666,3.07,0,0
9/29/2022,17.3,26.90,87.83,1001.55,6.11,264.63,175.92,57.05,59199,59512,3.07,0,0
9/30/2022,25.4,26.09,90.38,1002.02,5.32,272.92,126.83,57.05,61756,61240,3.07,0,0
10/1/2022,12.5,26.52,88.08,1001.54,9.03,289.67,89.00,57.05,89039,89249,3.07,0,0
10/2/2022,13.4,28.18,77.33,1000.90,10.10,293.04,170.92,57.05,116901,117213,3.07,0,0
10/3/2022,0,28.59,70.83,1000.80,10.67,319.38,214.83,57.05,138541,138958,3.07,0,0
10/4/2022,2.2,27.64,79.71,1001.35,7.81,258.38,186.17,57.05,112669,112930,3.07,0,0
10/5/2022,12.5,26.02,88.79,1002.38,7.58,76.58,147.67,57.05,118890,118370,3.07,0,0
10/6/2022,26.6,25.26,90.88,1002.18,9.23,97.79,100.17,57.05,163202,163613,3.07,0,0
10/7/2022,18.4,25.90,89.04,1004.25,7.40,122.00,140.63,57.05,84488,84694,3.07,0,0
10/8/2022,5.5,25.88,89.50,1005.72,6.95,77.08,160.46,57.05,230020,20020,3.07,0,0
10/9/2022,18.6,25.40,91.13,1006.20,8.26,78.29,105.13,57.05,221970,222123,3.07,0,0
10/10/2022,8.5,25.65,88.83,1007.48,9.92,97.13,135.04,57.05,156693,157003,3.07,0,0
10/11/2022,6.2,25.86,89.00,1007.45,8.57,113.42,139.00,57.05,164065,164016,3.07,0,0
10/12/2022,1.1,26.17,88.96,1007.16,6.70,99.42,181.29,57.05,136070,136070,3.07,0,0
10/13/2022,5.9,26.43,89.46,1006.71,4.30,112.04,188.71,57.05,135362,135049,3.07,0,0
10/14/2022,18.7,26.21,87.83,1006.02,4.42,106.54,174.21,57.05,296561,296561,3.07,0,0
10/15/2022,20.4,25.79,88.67,1005.23,9.24,131.83,151.25,57.05,453067,453067,3.07,0,0
10/16/2022,5.9,25.77,88.25,1007.61,8.34,89.92,185.04,57.05,509431,509431,3.07,0,0
10/17/2022,0.7,26.97,86.67,1008.56,5.96,82.58,216.88,57.05,403927,403927,3.07,0,0
10/18/2022,5.6,27.05,84.75,1007.72,4.75,107.33,224.54,57.05,343376,346923,3.07,0,0
10/19/2022,13.2,26.31,86.79,1007.27,4.10,139.83,170.04,57.05,241025,239593,3.07,0,0
10/20/2022,2,26.07,87.33,1008.33,6.48,95.46,206.08,57.05,306259,306860,3.07,0,0
10/21/2022,0,27.19,76.96,1009.26,8.10,99.50,244.21,57.05,107515,107515,3.07,0,0
10/22/2022,0,26.47,72.63,1009.57,7.36,140.00,251.17,57.05,128525,128215,3.07,0,0
10/23/2022,0,25.97,66.63,1007.35,9.91,326.33,253.46,57.05,248564,248095,3.07,0,0
10/24/2022,0,25.90,63.50,1005.60,10.49,305.13,254.63,57.05,251826,251982,3.07,0,0
